user_id,service_id,nth_renewal,pay_date,start_date,expiration_date,amount,on_date,churn
267,331,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,1.0
270,334,0,2018-05-24,2018-05-24,2018-11-24,6,2018-11-10,1.0
273,337,0,2018-05-24,2018-05-24,2018-08-24,3,2018-08-10,1.0
274,338,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,1.0
275,339,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,1.0
276,340,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,0.0
276,340,1,2018-06-30,2018-06-30,2018-09-30,3,2018-09-16,0.0
276,340,2,2018-11-13,2018-11-13,2018-12-13,1,2018-11-29,0.0
277,341,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,1.0
279,343,0,2018-05-24,2018-05-24,2018-08-24,3,2018-08-10,1.0
280,344,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,1.0
281,345,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,0.0
281,345,1,2018-06-26,2018-06-26,2018-07-26,1,2018-07-12,1.0
282,346,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,0.0
282,346,1,2018-06-25,2018-06-25,2018-07-25,1,2018-07-11,0.0
282,346,2,2018-07-26,2018-07-26,2018-08-26,1,2018-08-12,0.0
282,346,3,2018-08-27,2018-08-27,2018-09-27,1,2018-09-13,0.0
282,346,4,2018-10-09,2018-10-09,2019-04-09,6,2019-03-26,0.0
240,347,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,1.0
283,348,0,2018-05-24,2018-05-24,2018-08-24,3,2018-08-10,0.0
284,349,0,2018-05-24,2018-05-24,2018-06-24,1,2018-06-10,0.0
284,349,1,2018-06-22,2018-06-24,2018-07-24,1,2018-07-10,0.0
267,350,0,2018-05-24,2018-05-24,2018-08-24,3,2018-08-10,1.0
273,351,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
285,352,0,2018-05-25,2018-05-25,2018-06-25,1,2018-06-11,1.0
240,353,0,2018-05-25,2018-05-25,2018-06-25,1,2018-06-11,1.0
274,354,0,2018-05-25,2018-05-25,2018-06-25,1,2018-06-11,1.0
49,355,0,2018-05-25,2018-05-25,2018-06-25,1,2018-06-11,1.0
286,356,0,2018-05-25,2018-05-25,2018-06-25,1,2018-06-11,1.0
287,357,0,2018-05-25,2018-05-25,2018-11-25,6,2018-11-11,1.0
255,359,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
289,360,0,2018-05-25,2018-05-25,2018-11-25,6,2018-11-11,1.0
290,361,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,0.0
290,361,1,2018-08-24,2018-08-25,2018-09-25,1,2018-09-11,0.0
290,361,2,2018-09-23,2018-09-25,2018-10-25,1,2018-10-11,0.0
290,361,3,2018-10-26,2018-10-26,2018-11-26,1,2018-11-12,0.0
290,361,4,2018-11-20,2018-11-26,2018-12-26,1,2018-12-12,0.0
290,361,5,2018-12-24,2018-12-26,2019-01-26,1,2019-01-12,0.0
290,361,6,2019-01-24,2019-01-26,2019-02-26,1,2019-02-12,0.0
290,361,7,2019-02-19,2019-02-26,2019-03-26,1,2019-03-12,0.0
290,361,8,2019-03-27,2019-03-27,2019-04-27,1,2019-04-13,0.0
292,363,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
293,364,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
294,365,0,2018-05-25,2018-05-25,2018-11-25,6,2018-11-11,0.0
149,366,0,2018-05-25,2018-05-25,2018-11-25,6,2018-11-11,0.0
149,366,1,2018-12-04,2018-12-04,2019-01-04,1,2018-12-21,0.0
149,366,2,2019-02-21,2019-02-21,2019-03-21,1,2019-03-07,0.0
149,366,3,2019-03-22,2019-03-22,2019-04-22,1,2019-04-08,0.0
295,367,0,2018-05-25,2018-05-25,2018-11-25,6,2018-11-11,0.0
296,368,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
297,369,0,2018-05-25,2018-05-25,2018-06-25,1,2018-06-11,1.0
300,372,0,2018-05-25,2018-05-25,2018-11-25,6,2018-11-11,0.0
302,374,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,0.0
302,374,1,2018-08-23,2018-08-25,2018-09-25,1,2018-09-11,0.0
302,374,2,2018-09-23,2018-09-25,2018-10-25,1,2018-10-11,0.0
302,374,3,2018-10-30,2018-10-30,2018-11-30,1,2018-11-16,0.0
302,374,4,2018-11-28,2018-11-30,2018-12-30,1,2018-12-16,0.0
302,374,5,2018-12-28,2018-12-30,2019-01-30,1,2019-01-16,0.0
302,374,6,2019-01-29,2019-01-30,2019-02-28,1,2019-02-14,0.0
302,374,7,2019-02-26,2019-02-28,2019-03-28,1,2019-03-14,0.0
302,374,8,2019-03-26,2019-03-28,2019-04-28,1,2019-04-14,0.0
303,375,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
304,376,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,1.0
305,377,0,2018-05-25,2018-05-25,2018-08-25,3,2018-08-11,0.0
306,378,0,2018-05-26,2018-05-26,2018-08-26,3,2018-08-12,1.0
307,379,0,2018-05-26,2018-05-26,2018-08-26,3,2018-08-12,0.0
307,379,1,2018-09-11,2018-09-11,2018-10-11,1,2018-09-27,0.0
307,379,2,2018-10-13,2018-10-13,2018-11-13,1,2018-10-30,0.0
307,379,3,2018-12-17,2018-12-17,2019-01-17,1,2019-01-03,0.0
307,379,4,2019-02-19,2019-02-19,2019-03-19,1,2019-03-05,1.0
308,380,0,2018-05-26,2018-05-26,2018-11-26,6,2018-11-12,0.0
309,381,0,2018-05-26,2018-05-26,2018-08-26,3,2018-08-12,1.0
310,382,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,0.0
310,382,1,2018-07-10,2018-07-10,2018-08-10,1,2018-07-27,0.0
310,382,2,2018-08-05,2018-08-10,2018-09-10,1,2018-08-27,0.0
310,382,3,2018-09-12,2018-09-12,2018-10-12,1,2018-09-28,1.0
311,383,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,1.0
200,384,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,0.0
200,384,1,2018-06-22,2018-06-26,2018-07-26,1,2018-07-12,0.0
200,384,2,2018-07-20,2018-07-26,2018-08-26,1,2018-08-12,0.0
200,384,3,2018-08-18,2018-08-26,2018-09-26,1,2018-09-12,0.0
200,384,4,2018-09-20,2018-09-26,2018-10-26,1,2018-10-12,0.0
200,384,5,2018-10-20,2018-10-26,2018-11-26,1,2018-11-12,1.0
313,386,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,1.0
315,388,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,1.0
316,389,0,2018-05-26,2018-05-26,2018-08-26,3,2018-08-12,0.0
316,389,1,2018-08-20,2018-08-26,2019-02-26,6,2019-02-12,0.0
317,390,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,1.0
318,391,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,0.0
318,391,1,2018-06-25,2018-06-26,2018-07-26,1,2018-07-12,0.0
318,391,2,2018-07-25,2018-07-26,2018-08-26,1,2018-08-12,1.0
319,393,0,2018-05-26,2018-05-26,2018-11-26,6,2018-11-12,0.0
319,393,1,2018-12-11,2018-12-11,2019-03-11,3,2019-02-25,0.0
319,393,2,2019-03-25,2019-03-25,2019-04-25,1,2019-04-11,0.0
200,394,0,2018-05-26,2018-05-26,2018-06-26,1,2018-06-12,0.0
200,394,1,2018-06-22,2018-06-26,2018-07-26,1,2018-07-12,0.0
200,394,2,2018-07-20,2018-07-26,2018-08-26,1,2018-08-12,1.0
320,395,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
320,395,1,2018-06-20,2018-06-27,2018-07-27,1,2018-07-13,0.0
320,395,2,2018-07-27,2018-07-27,2019-01-27,6,2019-01-13,0.0
320,395,3,2019-01-24,2019-01-27,2019-02-27,1,2019-02-13,0.0
320,395,4,2019-03-04,2019-03-04,2019-04-04,1,2019-03-21,0.0
320,395,5,2019-03-28,2019-04-04,2019-05-04,1,2019-04-20,0.0
49,396,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,1.0
321,397,0,2018-05-27,2018-05-27,2018-08-27,3,2018-08-13,0.0
321,397,1,2018-08-27,2018-08-27,2018-09-27,1,2018-09-13,0.0
321,397,2,2018-09-22,2018-09-27,2018-10-27,1,2018-10-13,0.0
321,397,3,2018-10-20,2018-10-27,2018-11-27,1,2018-11-13,0.0
321,397,4,2018-11-21,2018-11-27,2018-12-27,1,2018-12-13,0.0
321,397,5,2018-12-21,2018-12-27,2019-01-27,1,2019-01-13,0.0
321,397,6,2019-01-26,2019-01-27,2019-02-27,1,2019-02-13,0.0
321,397,7,2019-02-27,2019-02-27,2019-03-27,1,2019-03-13,0.0
322,398,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,1.0
323,399,0,2018-05-27,2018-05-27,2018-08-27,3,2018-08-13,0.0
323,399,1,2018-08-25,2018-08-27,2018-09-27,1,2018-09-13,0.0
323,399,2,2018-09-25,2018-09-27,2018-10-27,1,2018-10-13,1.0
324,400,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
324,400,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
324,400,2,2018-07-25,2018-07-27,2018-08-27,1,2018-08-13,0.0
324,400,3,2018-08-25,2018-08-27,2018-09-27,1,2018-09-13,0.0
324,400,4,2018-09-25,2018-09-27,2018-10-27,1,2018-10-13,0.0
324,400,5,2018-10-25,2018-10-27,2018-11-27,1,2018-11-13,0.0
324,400,6,2018-11-25,2018-11-27,2018-12-27,1,2018-12-13,0.0
324,400,7,2018-12-25,2018-12-27,2019-01-27,1,2019-01-13,0.0
324,400,8,2019-01-25,2019-01-27,2019-02-27,1,2019-02-13,0.0
324,400,9,2019-02-25,2019-02-27,2019-03-27,1,2019-03-13,1.0
325,401,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
325,401,1,2018-06-26,2018-06-27,2018-07-27,1,2018-07-13,0.0
325,401,2,2018-07-26,2018-07-27,2018-08-27,1,2018-08-13,0.0
325,401,3,2018-09-01,2018-09-01,2018-10-01,1,2018-09-17,0.0
325,401,4,2018-10-01,2018-10-01,2018-11-01,1,2018-10-18,0.0
325,401,5,2018-10-31,2018-11-01,2018-12-01,1,2018-11-17,0.0
325,401,6,2018-12-08,2018-12-08,2019-01-08,1,2018-12-25,1.0
326,402,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,1.0
327,403,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
327,403,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,1.0
328,404,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
328,404,1,2018-06-20,2018-06-27,2018-07-27,1,2018-07-13,1.0
327,405,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
327,405,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
327,405,2,2018-07-20,2018-07-27,2018-08-27,1,2018-08-13,1.0
190,406,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
190,406,1,2018-06-20,2018-06-27,2018-07-27,1,2018-07-13,1.0
329,407,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
329,407,1,2018-06-26,2018-06-27,2018-07-27,1,2018-07-13,0.0
329,407,2,2018-07-26,2018-07-27,2018-08-27,1,2018-08-13,0.0
329,407,3,2018-08-25,2018-08-27,2018-09-27,1,2018-09-13,0.0
329,407,4,2018-09-25,2018-09-27,2018-10-27,1,2018-10-13,0.0
329,407,5,2018-10-25,2018-10-27,2018-11-27,1,2018-11-13,0.0
329,407,6,2018-11-25,2018-11-27,2018-12-27,1,2018-12-13,0.0
329,407,7,2018-12-25,2018-12-27,2019-01-27,1,2019-01-13,0.0
329,407,8,2019-01-25,2019-01-27,2019-02-27,1,2019-02-13,0.0
329,407,9,2019-02-25,2019-02-27,2019-03-27,1,2019-03-13,0.0
329,407,10,2019-03-20,2019-03-27,2019-04-27,1,2019-04-13,0.0
330,408,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
330,408,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
330,408,2,2018-07-31,2018-07-31,2018-08-31,1,2018-08-17,0.0
330,408,3,2018-08-31,2018-08-31,2018-09-30,1,2018-09-16,0.0
330,408,4,2018-09-29,2018-09-30,2018-10-30,1,2018-10-16,0.0
330,408,5,2018-10-28,2018-10-30,2018-11-30,1,2018-11-16,0.0
330,408,6,2018-12-03,2018-12-03,2019-01-03,1,2018-12-20,0.0
330,408,7,2019-01-03,2019-01-03,2019-02-03,1,2019-01-20,0.0
330,408,8,2019-02-04,2019-02-04,2019-03-04,1,2019-02-18,0.0
330,408,9,2019-03-04,2019-03-04,2019-04-04,1,2019-03-21,0.0
330,408,10,2019-03-17,2019-04-03,2019-05-03,1,2019-04-19,1.0
330,409,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
330,409,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
330,409,2,2018-07-31,2018-07-31,2018-08-31,1,2018-08-17,0.0
330,409,3,2018-08-31,2018-08-31,2018-09-30,1,2018-09-16,0.0
330,409,4,2018-09-29,2018-09-30,2018-10-30,1,2018-10-16,0.0
330,409,5,2018-10-28,2018-10-30,2018-11-30,1,2018-11-16,0.0
330,409,6,2018-11-30,2018-11-30,2018-12-30,1,2018-12-16,0.0
330,409,7,2019-01-02,2019-01-02,2019-02-02,1,2019-01-19,0.0
330,409,8,2019-02-02,2019-02-02,2019-03-02,1,2019-02-16,0.0
330,409,9,2019-03-02,2019-03-02,2019-04-02,1,2019-03-19,0.0
330,409,10,2019-03-17,2019-04-02,2019-05-02,1,2019-04-18,1.0
331,410,0,2018-05-27,2018-05-27,2018-11-27,6,2018-11-13,1.0
332,411,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,1.0
333,412,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
333,412,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
333,412,2,2018-08-09,2018-08-09,2018-09-09,1,2018-08-26,0.0
333,412,3,2018-09-07,2018-09-09,2018-10-09,1,2018-09-25,1.0
327,413,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
327,413,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
327,413,2,2018-07-20,2018-07-27,2018-08-27,1,2018-08-13,0.0
327,413,3,2018-08-20,2018-08-27,2018-09-27,1,2018-09-13,0.0
327,413,4,2018-09-22,2018-09-27,2018-10-27,1,2018-10-13,1.0
327,414,0,2018-05-27,2018-05-27,2018-06-27,1,2018-06-13,0.0
327,414,1,2018-06-25,2018-06-27,2018-07-27,1,2018-07-13,0.0
327,414,2,2018-07-20,2018-07-27,2018-08-27,1,2018-08-13,1.0
334,415,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,1.0
335,417,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,1.0
336,418,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,0.0
336,418,1,2018-06-30,2018-06-30,2018-07-30,1,2018-07-16,0.0
336,418,2,2018-08-15,2018-08-15,2018-09-15,1,2018-09-01,0.0
336,418,3,2018-10-05,2018-10-05,2018-11-05,1,2018-10-22,1.0
332,419,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,1.0
338,421,0,2018-05-28,2018-05-28,2018-11-28,6,2018-11-14,1.0
339,422,0,2018-05-28,2018-05-28,2018-08-28,3,2018-08-14,0.0
339,422,1,2018-08-27,2018-08-28,2018-09-28,1,2018-09-14,0.0
339,422,2,2018-09-30,2018-09-30,2018-10-30,1,2018-10-16,1.0
327,423,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,0.0
327,423,1,2018-06-25,2018-06-28,2018-07-28,1,2018-07-14,0.0
327,423,2,2018-07-26,2018-07-28,2018-08-28,1,2018-08-14,1.0
341,425,0,2018-05-28,2018-05-28,2018-08-28,3,2018-08-14,1.0
342,426,0,2018-05-28,2018-05-28,2018-08-28,3,2018-08-14,1.0
344,428,0,2018-05-29,2018-05-29,2018-08-29,3,2018-08-15,0.0
344,428,1,2018-08-30,2018-08-30,2019-02-28,6,2019-02-14,0.0
63,429,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,0.0
63,429,1,2018-07-18,2018-07-18,2018-08-18,1,2018-08-04,1.0
345,430,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,0.0
345,430,1,2018-06-21,2018-06-28,2018-07-28,1,2018-07-14,1.0
346,431,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,0.0
347,432,0,2018-05-28,2018-05-28,2018-06-28,1,2018-06-14,0.0
347,432,1,2018-06-25,2018-06-28,2018-07-28,1,2018-07-14,0.0
347,432,2,2018-08-09,2018-08-09,2018-09-09,1,2018-08-26,0.0
347,432,3,2018-09-12,2018-09-12,2018-10-12,1,2018-09-28,0.0
347,432,4,2018-10-10,2018-10-12,2018-11-12,1,2018-10-29,0.0
347,432,5,2018-12-29,2018-12-29,2019-01-29,1,2019-01-15,0.0
347,432,6,2019-01-27,2019-01-29,2019-02-28,1,2019-02-14,1.0
348,433,0,2018-05-28,2018-05-28,2018-08-28,3,2018-08-14,0.0
348,433,1,2018-06-26,2018-08-28,2018-09-28,1,2018-09-14,0.0
348,433,2,2018-10-01,2018-10-01,2018-11-01,1,2018-10-18,0.0
348,433,3,2018-10-27,2018-11-01,2018-12-01,1,2018-11-17,0.0
348,433,4,2018-12-02,2018-12-02,2019-01-02,1,2018-12-19,0.0
348,433,5,2019-01-03,2019-01-03,2019-02-03,1,2019-01-20,1.0
349,434,0,2018-05-29,2018-05-29,2018-08-29,3,2018-08-15,0.0
349,434,1,2018-08-22,2018-08-29,2018-09-29,1,2018-09-15,0.0
349,434,2,2018-09-22,2018-09-29,2018-10-29,1,2018-10-15,0.0
349,434,3,2018-11-07,2018-11-07,2018-12-07,1,2018-11-23,0.0
349,434,4,2018-12-18,2018-12-18,2019-01-18,1,2019-01-04,1.0
350,435,0,2018-05-29,2018-05-29,2018-08-29,3,2018-08-15,0.0
350,435,1,2018-09-04,2018-09-04,2018-10-04,1,2018-09-20,0.0
350,435,2,2018-10-06,2018-10-06,2018-11-06,1,2018-10-23,0.0
350,435,3,2018-11-03,2018-11-06,2018-12-06,1,2018-11-22,0.0
350,435,4,2018-12-05,2018-12-06,2019-01-06,1,2018-12-23,0.0
350,435,5,2019-01-06,2019-01-06,2019-02-06,1,2019-01-23,0.0
350,435,6,2019-02-05,2019-02-06,2019-03-06,1,2019-02-20,0.0
350,435,7,2019-03-05,2019-03-06,2019-04-06,1,2019-03-23,0.0
350,435,8,2019-04-06,2019-04-06,2019-05-06,1,2019-04-22,0.0
351,436,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,1.0
353,438,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,0.0
353,438,1,2018-06-27,2018-06-29,2018-07-29,1,2018-07-15,0.0
353,438,2,2018-07-27,2018-07-29,2018-08-29,1,2018-08-15,0.0
353,438,3,2018-08-27,2018-08-29,2018-09-29,1,2018-09-15,0.0
353,438,4,2018-09-27,2018-09-29,2018-10-29,1,2018-10-15,0.0
353,438,5,2018-10-25,2018-10-29,2018-11-29,1,2018-11-15,0.0
353,438,6,2018-11-27,2018-11-29,2018-12-29,1,2018-12-15,0.0
353,438,7,2018-12-27,2018-12-29,2019-01-29,1,2019-01-15,0.0
353,438,8,2019-01-27,2019-01-29,2019-02-28,1,2019-02-14,0.0
353,438,9,2019-02-26,2019-02-28,2019-03-28,1,2019-03-14,0.0
353,438,10,2019-03-26,2019-03-28,2019-04-28,1,2019-04-14,0.0
354,439,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,0.0
354,439,1,2018-06-22,2018-06-29,2018-07-29,1,2018-07-15,0.0
354,439,2,2018-07-27,2018-07-29,2018-08-29,1,2018-08-15,0.0
354,439,3,2018-08-27,2018-08-29,2018-09-29,1,2018-09-15,0.0
354,439,4,2018-09-27,2018-09-29,2018-10-29,1,2018-10-15,0.0
354,439,5,2018-10-27,2018-10-29,2018-11-29,1,2018-11-15,0.0
354,439,6,2018-11-27,2018-11-29,2018-12-29,1,2018-12-15,0.0
354,439,7,2018-12-27,2018-12-29,2019-01-29,1,2019-01-15,0.0
354,439,8,2019-01-27,2019-01-29,2019-02-28,1,2019-02-14,0.0
354,439,9,2019-02-26,2019-02-28,2019-03-28,1,2019-03-14,0.0
354,439,10,2019-03-26,2019-03-28,2019-04-28,1,2019-04-14,0.0
356,441,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,0.0
356,441,1,2018-06-14,2018-06-30,2018-07-30,1,2018-07-16,0.0
356,441,2,2018-07-26,2018-07-30,2018-08-30,1,2018-08-16,0.0
356,441,3,2018-08-27,2018-08-30,2018-09-30,1,2018-09-16,0.0
356,441,4,2018-09-18,2018-09-30,2018-10-30,1,2018-10-16,0.0
356,441,5,2018-10-25,2018-10-30,2018-11-30,1,2018-11-16,0.0
356,441,6,2018-11-22,2018-11-30,2018-12-30,1,2018-12-16,0.0
356,441,7,2018-12-19,2018-12-30,2019-01-30,1,2019-01-16,0.0
356,441,8,2019-01-29,2019-01-30,2019-02-28,1,2019-02-14,0.0
356,441,9,2019-02-22,2019-02-28,2019-03-28,1,2019-03-14,0.0
356,441,10,2019-03-27,2019-03-28,2019-04-28,1,2019-04-14,0.0
357,442,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,0.0
357,442,1,2018-06-22,2018-06-29,2018-07-29,1,2018-07-15,0.0
357,442,2,2018-07-22,2018-07-29,2018-08-29,1,2018-08-15,0.0
357,442,3,2018-08-22,2018-08-29,2018-09-29,1,2018-09-15,0.0
359,444,0,2018-05-29,2018-05-29,2018-11-29,6,2018-11-15,0.0
361,446,0,2018-05-29,2018-05-29,2018-08-29,3,2018-08-15,1.0
362,447,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,0.0
362,447,1,2018-06-28,2018-06-29,2018-07-29,1,2018-07-15,0.0
362,447,2,2018-07-30,2018-07-30,2018-08-30,1,2018-08-16,0.0
362,447,3,2018-08-30,2018-08-30,2018-09-30,1,2018-09-16,0.0
362,447,4,2018-09-30,2018-09-30,2018-10-30,1,2018-10-16,0.0
362,447,5,2018-10-29,2018-10-30,2018-11-30,1,2018-11-16,0.0
362,447,6,2018-11-28,2018-11-30,2018-12-30,1,2018-12-16,0.0
362,447,7,2018-12-30,2018-12-30,2019-01-30,1,2019-01-16,0.0
362,447,8,2019-01-31,2019-01-31,2019-02-28,1,2019-02-14,0.0
363,448,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,1.0
364,449,0,2018-05-29,2018-05-29,2018-11-29,6,2018-11-15,0.0
364,449,1,2018-12-03,2018-12-03,2019-03-03,3,2019-02-17,1.0
365,450,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,0.0
365,450,1,2018-06-28,2018-06-29,2018-07-29,1,2018-07-15,0.0
365,450,2,2018-08-08,2018-08-08,2018-09-08,1,2018-08-25,0.0
365,450,3,2018-10-31,2018-10-31,2018-11-30,1,2018-11-16,1.0
366,451,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,1.0
367,452,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,0.0
367,452,1,2018-06-22,2018-06-29,2018-07-29,1,2018-07-15,0.0
367,452,2,2018-07-22,2018-07-29,2018-08-29,1,2018-08-15,0.0
367,452,3,2018-08-22,2018-08-29,2018-09-29,1,2018-09-15,0.0
367,452,4,2018-09-22,2018-09-29,2018-10-29,1,2018-10-15,0.0
367,452,5,2018-10-22,2018-10-29,2018-11-29,1,2018-11-15,0.0
367,452,6,2018-11-22,2018-11-29,2018-12-29,1,2018-12-15,0.0
367,452,7,2018-12-22,2018-12-29,2019-01-29,1,2019-01-15,0.0
367,452,8,2019-01-22,2019-01-29,2019-02-28,1,2019-02-14,0.0
367,452,9,2019-02-21,2019-02-28,2019-03-28,1,2019-03-14,0.0
367,452,10,2019-03-21,2019-03-28,2019-04-28,1,2019-04-14,0.0
368,453,0,2018-05-29,2018-05-29,2018-08-29,3,2018-08-15,1.0
369,454,0,2018-05-29,2018-05-29,2018-08-29,3,2018-08-15,1.0
370,455,0,2018-05-29,2018-05-29,2018-06-29,1,2018-06-15,1.0
371,456,0,2018-05-29,2018-05-30,2018-06-30,1,2018-06-16,0.0
371,456,1,2018-06-29,2018-06-30,2018-07-30,1,2018-07-16,0.0
371,456,2,2018-07-23,2018-07-30,2018-08-30,1,2018-08-16,0.0
371,456,3,2018-08-28,2018-08-30,2018-09-30,1,2018-09-16,0.0
371,456,4,2018-09-23,2018-09-30,2018-10-30,1,2018-10-16,0.0
371,456,5,2018-10-23,2018-10-30,2018-11-30,1,2018-11-16,1.0
372,457,0,2018-05-30,2018-05-30,2018-08-30,3,2018-08-16,0.0
372,457,1,2018-09-03,2018-09-03,2018-10-03,1,2018-09-19,0.0
372,457,2,2018-09-03,2018-10-03,2018-11-03,1,2018-10-20,0.0
372,457,3,2018-11-07,2018-11-07,2019-02-07,3,2019-01-24,0.0
373,458,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,1.0
374,459,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,1.0
47,460,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,1.0
49,461,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,1.0
375,462,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,0.0
375,462,1,2018-06-27,2018-06-30,2018-07-30,1,2018-07-16,0.0
375,462,2,2018-07-30,2018-07-30,2018-08-30,1,2018-08-16,0.0
375,462,3,2018-08-30,2018-08-30,2018-09-30,1,2018-09-16,0.0
375,462,4,2018-09-12,2018-09-30,2018-10-30,1,2018-10-16,0.0
375,462,5,2018-10-30,2018-10-30,2018-11-30,1,2018-11-16,0.0
375,462,6,2018-12-05,2018-12-05,2019-01-05,1,2018-12-22,1.0
334,463,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,1.0
376,464,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,0.0
371,465,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,0.0
371,465,1,2018-06-29,2018-06-30,2018-07-30,1,2018-07-16,0.0
371,465,2,2018-07-23,2018-07-30,2018-08-30,1,2018-08-16,0.0
371,465,3,2018-08-28,2018-08-30,2018-09-30,1,2018-09-16,0.0
371,465,4,2018-09-23,2018-09-30,2018-10-30,1,2018-10-16,0.0
371,465,5,2018-10-23,2018-10-30,2018-11-30,1,2018-11-16,0.0
371,465,6,2018-11-23,2018-11-30,2018-12-30,1,2018-12-16,0.0
371,465,7,2018-12-29,2018-12-30,2019-01-30,1,2019-01-16,0.0
371,465,8,2019-01-28,2019-01-30,2019-02-28,1,2019-02-14,0.0
371,465,9,2019-02-26,2019-02-28,2019-03-28,1,2019-03-14,0.0
371,465,10,2019-03-26,2019-03-28,2019-04-28,1,2019-04-14,0.0
378,467,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,1.0
371,468,0,2018-05-30,2018-05-30,2018-06-30,1,2018-06-16,0.0
371,468,1,2018-06-29,2018-06-30,2018-07-30,1,2018-07-16,0.0
371,468,2,2018-07-23,2018-07-30,2018-08-30,1,2018-08-16,0.0
